"","x"
"606","Mencari hotel mudah,dan banyak yang syariahnya"
"607","Bagus"
"608","Cepat dan mudah"
"609","Ok"
"610","Good"
"611","Baru kali ini saya KECEWA DENGAN AIRY... Habis waktu bayar sebelum waktunya dan uang tidak kembali dengan segera... Sy mw tidur dimana... Tolong difikirkan.. KECEWA yg salah bukan saya tp pelayanan begini.... Saya baru tau korban bukan hanya saya.... KAPOK saya pakai airy.. kembalikan dana saya atau...Ulasan LengkapBaru kali ini saya KECEWA DENGAN AIRY... Habis waktu bayar sebelum waktunya dan uang tidak kembali dengan segera... Sy mw tidur dimana... Tolong difikirkan.. KECEWA yg salah bukan saya tp pelayanan begini.... Saya baru tau korban bukan hanya saya.... KAPOK saya pakai airy.. kembalikan dana saya atau solusi supaya saya bisa menginap malam ini... Atau saya up ke surat pembaca... Kesalahan kalian tp saya yg kena imbasnya. Gopay g sudah terpotong dan terbukti terkirim tp airy tidak bs mberi solusi."
"612","Suka sma promonya"
"613","Waw"
"614","Mantap"
"615",". j ik"
"616","Puas kalau nyari penginapan di airy, tanks airy"
"617","Sangat puas karna memberi tepat""yg baik serta pengarah nya pas mantap dan tepat"
"618","Jas laikit"
"619","LuAr biasa😉"
"620","Gampang penggunaannya"
"621","Murah"
"622","Good"
"623","Sangat membantu dan memuaskan"
"624","Cpat dan akurat"
"625","puas bnget..prosesnya cepet"
"626","Tidak dapat merubah metode pembayaran"
"627","Top lah"
"628","Harga sesuai fasilitas"
"629","Ok"
"630","Bagus"
"631","mantap"
"632","Terjangkau untuk back packer"
"633","mantap"
"634","Pertama-tama nyobain order kamar hotel dengan aplikasi Airy, Alhamdulill4h sesuai dengan harapan dan kamar yang didapat juga bagus.... terima kasih... semoga kedepannya tetap bagus..."
"635","Good"
"636","Didaerah palopo sangat membantu"
"637","Mantap"
"638","Yahweh bless airyroom"
"639","Palinh bersih"
"640","Mengecewakan"
"641","Lagi mencoba kasi 3 bintang dulu"
"642","Bagus"
"643","Uang dah ditf sampe hotel malah udah full ,ga jadi dpt kamar ,pihak airy juga ga mau nyariin gantinya"
"644","Sangat membantu, dan dengan harga yang cukup dibawah standar☺"
"645","Mantap tp syang aplikasi sring error tdk bisa di btalkan kl ada kslahan data"
"646","Mantap"
"647","Brp kali pakai airy, ckp puasa dgn hrg sgt. Smg srng2 ada promo u pengguna debit😁"
"648","Kalau bisa aplikasi konek ke maps, setidaknya bisa cari dari lokasi terdekat handphone"
"649","Cukup membantu"
"650","pilihan utk budget hotel"
"651","Mudah cepat dlm proses boking nya dan terutama syariah ."
"652","Responnya cepat"
"653","Aplikasi cukup membantu, tapi tolong untuk promonya yang real dong. Dia aplikasi Airy sudah di potong promo 20% tapi harganya hampir sama di aplikasi lain tanpa promo. Apa sebelumnya harganya dinaikin dulu ya? Mohon penjelasannya."
"654","Sangat memuaskan"
"655","Tiked hotel sesuai mulu"
"656","Sangat puas"
"657","Ok"
"658","Sangat membantu"
"659","Airy memang top"
"660","Banyakin lagi promonya heheh"
"661","Good aps for travelling"
"662","Lumayan nyaman dgn harga yg trjangkau, cocok tuk traveler"
"663","Ok"
"664","Perlu juga"
"665","Trima kasih airy yg sudah memberi kemudahan dalam mencari hotel yg bisa terjangkau."
"666","Baik"
"667","Untuk harga pesawat airy room lebih murah dibanding yg lain"
"668","Kasih diskon dong min hehehe"
"669","Mantap"
"670","Boleh juga harganya"
"671","Sangat membantu mencari hotel dan tiket pesawat dengan harga ekonomis 👍👍"
"672","Pemesanan lebih mudah dan cepat"
"673","Sangat memuaskan"
"674","Kedepannya lebih banyak promo bagi pengguna lama aplikasi airy jangan hanya bagi pengguna baru saja Terimakasih"
"675","Kualitas bagus, harga murah meriah"
"676","Sangat bagus.."
"677","MantuL😉"
"678","Layanan yang mantap.."
"679","Cukup nyaman sih menggunakan airy, cuma sekarang diskon tiket pesawat nya udah gada lh, pada promo kamar semua, itupunya banyak yg promo kartu gtu :("
"680","Oke"
"681","Aplikasinya kereeeen"
"682","Perjalanan jadi mudah.."
"683","Good"
"684","Mantap dh untuk yang pasangan swmi istri nyman poko na. Mah"
"685","Bagus"
"686","🙏🤗🤗"
"687","Aplikasi terpercaya"
"688","Aplikasi nya bagus"
"689","Mantap"
"690","Belum pernah nyoba diskonnya Banyak diskon Tapi gak pernah bisa kupakai...."
"691","Ketapang ke jakarta"
"692","Bintang 5 biar seneng kalik aja dapet diskon"
"693","Nyaman dan bersih..."
"694","Pelayanan pemesanan ticket baik"
"695","Oke"
"696","Mudah & menyenangkan"
"697","Alhamdulillaah simple dan praktis untuk dapatkan hotel yang nyaman dan harga ga terlalu mahal di Mataram... Dapat diskon lagi dari Voucher saat di Race Expo Borobudur Marathon 2019"
"698","Best"
"699","3 kali pesan d airy puas terus.. Semoga lebih baik lagi.. Banyakin promo dan metode pembayaran ya.."
"700","Oke bosss"
"701","tiket lebih murah dibanding yg lain"
"702","Hematttt"
"703","Mantap"
"704","Bagus banyak promo"
"705","Memudah kan saya untuk mencari hotel yg syariah"
"706","fasilitas sangat sesuai, baguss"
"707","Buat yg lg treveler cukup membantu bngett"
"708","Mantab bgt bantuan airy"
"709","Ok"
"710","👍👍👍👍"
"711","cepet booking nya"
"712","Bagus"
"713","Faster support"
"714","Pelayanan Sangat tidak menyenangkan, Terlalu berbelit ke enakan mau ambil uang org gt aja dpt kamar aja gk uang aku malah di ambil dgn banyaknya alasan"
"715","Mantap"
"716","Bagus nyaman tp kurang promonya"
"717","M M M"
"718","Bagus dan membantu"
"719","Semoga pada murah diskon nya"
"720","👌"
"721","Good"
"722","Pengembalian nya gmna ini kok gak ad kejelasan ..... Aplikasi penipuan."
"723","Bagus"
"724","Sangat membantu, tarif merakyat, fasilitas baik, terima kasih"
"725","Sangat membantu dlm pencarian hotel yg sesuai bajet, tolong ditambah lagi untuk wilayah banjarmasin"
"726","Good"
"727","Good"
"728","Mantab x bah"
"729","Mantap bangeeet"
"730","Bagus"
"731","Bagus ,,semoga semakin meningkat"
"732","Lebih murah"
"733","Tarif Terjangkau, Pelayanan Baik"
"734","Pelayanan dan kebersihan cukup memuaskan.... Barang saya sempat terlupa ketinggalan dan Alhamdulillah segera diamankan oleh petugasnya.... terima kasih"
"735","Mantap"
"736","Selama menginap ok si kamar bersih cuma ac nya gadingin, ac rasa kipas angin"
"737","OK"
"738","Mudah digunakan dan sangat membantu"
"739","Luar biasa"
"740","Bagus"
"741","mantap lali"
"742","keren aplikasinya"
"743","Baru pakai sekali mudah2an amanah.."
"744","Mantapssss"
"745","Mantab"
"746","Siip..."
"747","Oke bnget"
"748","memuaskan"
"749","Mnteb dah"
"750","Gud..."
"751","Murah"
"752","Good"
"753","Sangat Memudahkan, dan tidak mahal"
"754","Gak roh"
"755","Sy senang dg Airy sngt mbantu dlm setiap sy berkunjung k Bandung untuk melihat ank yg sdg menuntut ilmu di Bandung. Dg hrg yg terjangkau dg fasilitas dan pelyanan yg memuaskn. Terima ksh Airy"
"756","Bagus"
"757","Good"
"758","Simple, praktis dan smart"
"759","Nikmatin saja Deh Selagi Murah"
"760","Kereeennnnnn"
"761","Antara gambar dan realita nggak sesuai.."
"762","asik"
"763","Simple & cepat bertransaksi."
"764","Baru pertama kali nginep di airy (airy fatmawati) lokasi susah dtemukan krna nyampur dgn resto seafood plang tdk terlihat, pas check in kunci kmar habis (aneh) kamarnya kecil bgt, remote tv ga ada,handuk ga ada perlengkapan mandi ga ada, air mineral ga ada,lemari berdebu, lemari gantung ga ada hange...Ulasan LengkapBaru pertama kali nginep di airy (airy fatmawati) lokasi susah dtemukan krna nyampur dgn resto seafood plang tdk terlihat, pas check in kunci kmar habis (aneh) kamarnya kecil bgt, remote tv ga ada,handuk ga ada perlengkapan mandi ga ada, air mineral ga ada,lemari berdebu, lemari gantung ga ada hanger ny, tmpat smpah ga ada,lengkap menyesal nya booking di airy dgn harga sgtu penginapan sejenis airy (rival) bisa menawarkan kenyamanan yg baik.. bukan pilihan yg baik memilih airy !!!"
"765","Pengalaman seru d airy room pokoknya joss dah berasa klas mewah"
"766","Oke jossss"
"767","bagus"
"768","Kamarnya kecil, difoto keliatan besar.. sepraynya sudah menguning.. dikamar tidak ada arah kiblat.."
"769","iklannya sangat mengganggu... lg online tiba2 muncul iklan dgn durasi lama n ga bs distop 😠😠"
"770","Airy_Is the best"
"771","Mantap"
"772","Ok"
"773","good"
"774","Good"
"775","Kebijakannya tidak masuk di akal, kamar tidak sesuai tidak bisa d refund, alasan harus Dr pihak properti, Dr properti bilang refund k customer service... Di Lempar Sana sini... Kamar belum di tempatin kok d persulit bgt. Ternyata mending pakai aplikasi lain untuk penginapan. Saya saran kn jgn pakai ...Ulasan LengkapKebijakannya tidak masuk di akal, kamar tidak sesuai tidak bisa d refund, alasan harus Dr pihak properti, Dr properti bilang refund k customer service... Di Lempar Sana sini... Kamar belum di tempatin kok d persulit bgt. Ternyata mending pakai aplikasi lain untuk penginapan. Saya saran kn jgn pakai airy."
"776","Makasih airy udah nyediain kamar bagus harga ramah di kantong...😂😂👌👌"
"777","Mantab"
"778","Mudah"
"779","Mengecewakan sekali aplikasinya tiba2 keluar dan ketika mau login susah"
"780","ko ga bisa bayar pake linkAja min"
"781","Mudah dan cepat"
"782","Sangat Membantu"
"783","Sangat membantu"
"784","Bagusss"
"785","Mantaappp buat pelayanannya di airy Jelambar hadiah utama"
"786","Saya dan istri dengan anak 3 di bawah 8 th pesan satu kamar boleh"
"787","bagusss"
"788","memuaskan"
"789","Oke lah"
"790","Is ok good"
"791","Mudah di cari, hanya ada tambahan biaya parkir"
"792","Cukup mudah di oprasikan Dan g ribet"
"793","Mantap buat pesen hotel dan tiket pesawat"
"794","Memuaskan"
"795","Bantuan livechat nya respon cepat,dan mdh di mengerti instruksi2nya. Tq"
"796","Proses cepat transaksi gampang"
"797","Cs baik, booking gampang, klo ada trouble lngsung d hub cs🤗"
"798","Airy medan sunggal sepakat 19 Krennn. Tp sebagian air yg lain, kamar mandinya tidak steril dan bau"
"799","pas di kota Malang.... hotelnya lumayan baguuuusss. puas dech. lokasi dekat alun alun Malang .... thanks a lot airy....."
"800","Aplikasinya ga ribet & metode paymentnya juga gampang banget.. Thanks Airy!"
"801","Good"
"802","Ok banget"
"803","Tingkat kan lagi pelayananya biar makin best"
"804","Asyik"
"805","Mudah penggunaan aplikasinya dan lebih murah daripada aplikasi trav*****"
"806","Nice place with nice budget"
"807","Tidak sesuai sama di foto.. kasur banyak kutu nya, kamar mandi kotor bgt + air nya kecil"
"808","Room'y bagus"
"809","Baik"
"810","Sukses sllu airy"
"811","Ok"
"812","Mantap"
"813","Sangat baik dan membantu... Semoga banyak bonus dan discount"
"814","Harga bersahabat"
"815","mantapppp"
"816","Nice"
"817","Sangat membantu saat liburan dan promonya mantap"
"818","Good price"
"819","Oke"
"820","Sangat banyak membantu masih + promo diskon lumayan banget lahh buat kantong mahasiswa 💯"
"821","ok"
"822","Sangat membantu..makasih airy"
"823","Mantap"
"824","Mantap tenan... layanan cepat"
"825","Banyak promo joss"
"826","💯✨👌pokoknya mantap deh"
"827","Fasilitasnya oke"
"828","Enak banget pake app airy, banyak banget promo nya"
"829","Saya booking di airy ECO pasar Minggu jl.gurame tgl 12 nov 2019 ttp sy cek in jam 9 pagi jd masih bejalan bookingan saya ...ttpi pas melihat kamar saya berantakan habis dipakai orang lain,karna itu saya dipindahkan ke kamar lain yg rapi ttp keadaan kamar tersebut jendela tidak bisa dikunci dan pintu...Ulasan LengkapSaya booking di airy ECO pasar Minggu jl.gurame tgl 12 nov 2019 ttp sy cek in jam 9 pagi jd masih bejalan bookingan saya ...ttpi pas melihat kamar saya berantakan habis dipakai orang lain,karna itu saya dipindahkan ke kamar lain yg rapi ttp keadaan kamar tersebut jendela tidak bisa dikunci dan pintu kamar mandi tidak ada gagangan pintunya ,toilet jongkoknya tidak bersih saya sangat kecewa.saya sudah komplain ke pihak airy ga ada menindak lanjut karyawan yg memberi iijn org lain memakai kamar sy"
"830","Harga murah"
"831","Airy its the best"
"832","💯"
"833","Siip"
"834","Trima kasih"
"835","cepat"
"836","Bagus sekali"
"837","Mantap"
"838","Ok"
"839","Saya belum mencoba.airy"
"840","Ok"
"841","good experience hope can be next unicorn of private company from Indonesia"
"842","Puas nginap di Airy.."
"843","Mantaplah pokoke.."
"844","Menarik dan senang"
"845","Mantap dan membantu skalii"
"846","Sangat membantu untuk pemesanan hotel budget terjangkau"
"847","Pelayanan memuaskan"
"848","mantap. perjalanan lebih nyaman, aman dan menyenangkan"
"849","Tukang parkir"
"850","Good"
"851","Dapat membantu mencari hotel dgn mudah Dan murah.."
"852","pengalaman pertama menggunakan airyroom.. akurat dan memuaskan.. dan pastinya lebih harga hotel lebih murah dr booking langsung di tempat.. semoga kepuasan ini dipertahankan yaa.."
"853","termurah"
"854","Mantap"
"855","Tiga dulu ya"
"856","Keren"
"857","Rapi,bersih,cuma masih ada beberapa yg terkesan tdk terpelihara"
"858","Untuk sementara ini baik"
"859","Airy Membantu sekali kalo lagi ada lemburan dikantor dan harus plg malam.."
"860","Pd isian optional sehrsnya ada contoh utk memudahkan pengguna."
"861","Nice place"
"862","〒_〒π_π‘︿’●︿●●︿●≥﹏≤≥﹏≤〒_〒╯﹏╰π_ππ_ππ_π(╥﹏╥)( TДT)(｡-_-｡)(︶︹︺)(∩︵∩)흫_흫(๑و•̀ω•́)و(๑و•̀ω•́)(╥╯﹏╰╥)ง(๑-﹏-๑)╭∩╮(-_-)╭∩╮(ﾉ*>∀<)ﾉ♡▄︻̷̿┻̿═━一(╯°□°）╯︵ ┻━┻（╯°□°）╯︵(\ .o.)\◌⑅⃝●♡⋆Σ>―(〃°ω°〃)♪☆＼(^０^＼) ♪(／^-^)／☆♪＼(*＾▽＾*)／＼(*＾▽＾*)／♪＼(*＾▽＾*)／＼(*＾▽＾*)／♡⃛◟( ˊ̱˂˃ˋ̱ )◞⸜₍ ˍ́˱˲ˍ̀ ₎⸝◟( ˊ̱˂˃ˋ̱ )◞♡⃛♪＼(*＾▽＾*)／＼(*＾▽＾*)／♪＼(*＾▽＾*)／...Ulasan Lengkap〒_〒π_π‘︿’●︿●●︿●≥﹏≤≥﹏≤〒_〒╯﹏╰π_ππ_ππ_π(╥﹏╥)( TДT)(｡-_-｡)(︶︹︺)(∩︵∩)흫_흫(๑و•̀ω•́)و(๑و•̀ω•́)(╥╯﹏╰╥)ง(๑-﹏-๑)╭∩╮(-_-)╭∩╮(ﾉ*>∀<)ﾉ♡▄︻̷̿┻̿═━一(╯°□°）╯︵ ┻━┻（╯°□°）╯︵(\ .o.)\◌⑅⃝●♡⋆Σ>―(〃°ω°〃)♪☆＼(^０^＼) ♪(／^-^)／☆♪＼(*＾▽＾*)／＼(*＾▽＾*)／♪＼(*＾▽＾*)／＼(*＾▽＾*)／♡⃛◟( ˊ̱˂˃ˋ̱ )◞⸜₍ ˍ́˱˲ˍ̀ ₎⸝◟( ˊ̱˂˃ˋ̱ )◞♡⃛♪＼(*＾▽＾*)／＼(*＾▽＾*)／♪＼(*＾▽＾*)／＼(*＾▽＾*)／♡⃛◟( ˊ̱˂˃ˋ̱ )◞⸜₍ ˍ́˱˲ˍ̀ ₎⸝◟( ˊ̱˂˃ˋ̱ )◞♡⃛:-(;-)"
"863","Mudah bertransaksi tapi saran saya di perlihat kan dong sisa seat nya .trmksh"
"864","Aplikasinya cukup membantu saya klo mau pesan tiket pesawat dan harganya lebih murah"
"865","good"
"866","good"
"867","Airy is the best travelling"
"868","Bagus"
"869","Keren"
"870","Good"
"871","Lumayan nyaman lah"
"872","Sering tidak bayar refund"
"873","Promonya ok banget"
"874","Mantaaaaab"
"875","Oke dah.."
"876","Mantab"
"877","Pake airy sngt membantu ..terima kasih airy"
"878","Murah"
"879","Sangat membantu saya ketika saya perlu tiket atau hotel ...."
"880","Memuaskan"
"881","Airy Tempat Beli Tiket Pesawat dan Hotel yg TerMurah"
"882","Pelayanan penginapan airy memuaskan"
"883","Mudah.. Dan gak bikin repot, gak ada biaya embel2 gak jelas, dan pastinya banyak diskonnya"
"884","Sejauh ini memuaskan"
"885","Muantttaaappp... Ane dapet kupon diskon 15 persen... Transaksi gak ribet.. Langsung kelar pembayaran.. Notif booking langsung masuk ke email.. 👍"
"886","tadi gua chekout nih di airy LATUMENTEN 3 pas selesai chekout eh si resepsionis manggil gua kirain ada apaan, dan ternyata gua disuruh NUTUP PINTU nya 🤣🤣🤣 PARAH!!! keliatan BUKAN orang yg pnya ETIKA sma customer"
"887","Mengecewakan.....roomnya ok....tpi sistem aplikasi kaku, sy udah stay 1 hari, ehh esoknya tiba2 disuruh check out, katanya kamarnya udah ada yang booking, harusnya khan di infokan dulu sementara yang masih sewa mau lanjut atau check out, ini macam kyk usir orang tiba2 tau, itupun saya yang secara ke...Ulasan LengkapMengecewakan.....roomnya ok....tpi sistem aplikasi kaku, sy udah stay 1 hari, ehh esoknya tiba2 disuruh check out, katanya kamarnya udah ada yang booking, harusnya khan di infokan dulu sementara yang masih sewa mau lanjut atau check out, ini macam kyk usir orang tiba2 tau, itupun saya yang secara kebetulan keluar kamar baru tau ..."
"888","Ok"
"889","Sangat membantu, harga nya murah. Simpel juga gak ribet."
"890","Sip murah oke bgt ank sy suka free snack ny"
"891","Pembelian tiket udah dari bulan lalu,bru d ksh tau kalau gk ad penerbangan,udh refund ni kpn uang saya d kembalikan,kecewa banget"
"892","Knpa sistemnya eror, Sangat buruk sudah boking hotel 2x, malah kamar sudah penuh, eh malah dikasih kamar darurat yg tidak layak, mau duitnya tapi gk mau memfasilitasi!!!!!!"
"893","Simple, penerbangan dan lain-lain diperbanyak"
"894","Harga murah ,promo menarik"
"895","Good"
"896","Simply Affordable"
"897","Oke 👍👍👍"
"898","Ok banged"
"899","Mantep"
"900","Nice"
"901","Murah meriah"
"902","Good"
"903","👍"
"904","Pelayanan cepat"
"905","Oke"
"906","Cucok eym"
"907","Sangat membantu sekali,apalagi bisa ditambah lebih banyak promo lagi akan semakin mantep nih"
"908","Semua hotel airy yg saya pakai...bersih semua..layanan ramah...mantab pokoknya..."
"909","Mantap"
"910","Aplikasinya sungguh mengecewakan sekali, diairy jelas"" masih tersedia, sudah dibooking + dibayarkan sampai hotelnya kamar full, dan smpai sekarang tdk ada pertanggungjwaban, sungguh sangat kecewa"
"911","Pop"
"912","Selama saya menginap di airy, ada beberapa yg sdh memenuhi standar hotel banyak juga yang standarnya seperti kos, bising, room nya tidak privacy dan standar harga yang lumayan mahal. Menurut saya airy harus menetapkan standar yang bagus baik itu standar penginapannya atau harganya agar tidak mengece...Ulasan LengkapSelama saya menginap di airy, ada beberapa yg sdh memenuhi standar hotel banyak juga yang standarnya seperti kos, bising, room nya tidak privacy dan standar harga yang lumayan mahal. Menurut saya airy harus menetapkan standar yang bagus baik itu standar penginapannya atau harganya agar tidak mengecewakan customernya"
